nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0004454	Jean Boyer	1901	1965	writer,soundtrack,director	tt0147863,tt0250999,tt0031158,tt0241303
nm0004455	Greg Kozikowski	\N	\N	visual_effects,miscellaneous	tt0114614,tt0111438,tt0120844,tt0103855
nm0004456	Clare Kramer	1974	\N	producer,actress,writer	tt0292644,tt0337953,tt0204946,tt0119360
nm0004457	Dirk Piepenbring	\N	\N	production_manager,location_management,assistant_director	tt0118529,tt0109000,tt0473587,tt0169272
nm0004458	Peter Heller	\N	\N	manager,producer,miscellaneous	tt0109370,tt0119988,tt0284135,tt0115624
nm0004459	Rachel Kennedy	\N	\N	actress	tt0215719,tt0882822,tt0108780
nm0004460	Rachel Davey	\N	\N	actress	tt0112431,tt0118266,tt0120623,tt0120363
nm0004461	George Verschoor	\N	\N	producer,miscellaneous,director	tt14691382,tt0103520,tt0357388,tt0388595
nm0004462	Jean-Louis Trintignant	1930	2022	actor,writer,director	tt1602620,tt0065234,tt0111495,tt0065571
nm0004463	Akkineni Nageswara Rao	1923	2014	actor,producer,miscellaneous	tt0251834,tt0253667,tt0259392,tt0256719
nm0004464	Heinz Rühmann	1902	1994	actor,producer,soundtrack	tt0053674,tt0049293,tt0053047,tt0060654
nm0004465	Sailaja S.P.	\N	\N	music_department,soundtrack,actress	tt0187188,tt0086231,tt0249818,tt0320736
nm0004466	E.V.V. Satyanarayana	1956	2011	writer,director,producer	tt0250180,tt3449978,tt0282554,tt1606217
nm0004467	Kaikala Satyanarayana	1935	2022	actor,producer	tt0259261,tt0263623,tt0267524,tt0265799
nm0004468	J.V. Somayajulu	1928	2004	actor	tt11576150,tt0079889,tt0252196,tt0156135
nm0004469	Kota Srinivasa Rao	1944	\N	actor,music_department,soundtrack	tt0471571,tt0432047,tt0491772,tt1756476
nm0004470	Veerendranath Yandamoori	\N	\N	writer,director,script_department	tt17250160,tt0246255,tt0245995,tt0246008
nm0004471	Subhalekha Sudhakar	1960	\N	actor,miscellaneous	tt7838252,tt0264415,tt6485666,tt6836936
nm0004472	Nuthan Prasad	1945	2011	actor	tt0186807,tt0245995,tt0246313,tt2971464
nm0004473	Potti Prasad	1929	1998	actor	tt0249561,tt0086231,tt0155492,tt0155855
nm0004474	Margaret Mitchell	\N	\N	miscellaneous,location_management,producer	tt0093894,tt0113845,tt0107048,tt0086190
nm0004475	Mitch Engel	1958	\N	producer,miscellaneous,production_manager	tt2708480,tt2149175,tt4254242,tt1567254
nm0004476	Jennifer Lyne	\N	\N	location_management,writer,producer	tt1292566,tt4682786,tt10676048,tt10223460
nm0004477	Vic Goss	\N	\N	camera_department,cinematographer,art_department	tt0068673,tt0110991,tt0129727,tt0102057
nm0004478	Victor Goss	\N	\N	cinematographer,camera_department,writer	tt1522841,tt0319970,tt2940766,tt0094582
nm0004479	K.V. Mahadevan	1918	2001	composer,music_department,soundtrack	tt0079889,tt0317056,tt0192198,tt0156058
nm0004480	Joe Milazzo	1924	2010	actor	tt0102395,tt0100003,tt0255272,tt0098073
nm0004481	Cheryl Ann Nick	\N	\N	make_up_department	tt0284490,tt0160127,tt0481369,tt0145660
nm0004482	Tracy McKnight	\N	\N	music_department,miscellaneous,actress	tt1620680,tt1091722,tt1951264,tt1392170
nm0004483	Bethany Scott	\N	\N	costume_designer,costume_department	tt0205526,tt0116508,tt0231781,tt0264606
nm0004484	Johannes Weuthen	\N	\N	editor,editorial_department,sound_department	tt0130827,tt0245891,tt0295224,tt0362993
nm0004485	Kevin Mendonca	1976	\N	producer,editorial_department,miscellaneous	tt0120202,tt1877010,tt2930446,tt0206771
nm0004486	Bruno Ganz	1941	2019	actor,director,cinematographer	tt0363163,tt0093191,tt2193215,tt0075675
nm0004487	Juhi Chawla	1967	\N	actress,producer,music_department	tt2980648,tt0095936,tt0109555,tt0164550
nm0004488	Rick King	\N	\N	producer,director,writer	tt2058673,tt0091170,tt0092475,tt0102685
nm0004489	Fiona Jackson	\N	\N	stunts,producer,actress	tt0120889,tt3837236,tt3228826,tt1405794
nm0004490	Simon de La Brosse	1965	1998	actor	tt0086087,tt0101364,tt0098889,tt0090563
nm0004491	Amanda Kravat	1966	\N	soundtrack,actress,composer	tt0119709,tt0153866,tt0116606,tt0134630
nm0004492	Gordon Lightfoot	1938	2023	music_artist,soundtrack,actor	tt8946378,tt0758794,tt9683478,tt11271038
nm0004493	Ana Vaz da Silva	\N	\N	art_department,actress,production_designer	tt0084824,tt0098396,tt0105924,tt0083904
nm0004494	Michael Swiney	1959	\N	actor	tt1608230,tt0240900,tt0144214,tt0118437
nm0004495	Steve Sessions	\N	\N	composer,writer,director	tt2623762,tt1820664,tt7657024,tt5442436
nm0004496	Van Johnson	1916	2008	actor,soundtrack	tt0046807,tt0041507,tt0041163,tt0046816
nm0004497	Greg De Belles	\N	\N	music_department,composer,soundtrack	tt0097028,tt0100135,tt0308152,tt0198021
nm0004498	Ron Hannah	\N	\N	composer	tt0186221
nm0004499	David Reynolds	\N	\N	music_department,composer,soundtrack	tt8521876,tt13610562,tt0493464,tt0425061
nm0004500	Geary McLeod	\N	\N	cinematographer,director,camera_department	tt0093409,tt0097733,tt0113845,tt0122718
nm0004501	Jirí Svoboda	1945	\N	director,writer,actor	tt3037036,tt0090028,tt0232600,tt0230994
nm0004502	Gregory M. Edgar	\N	\N	art_department,miscellaneous	tt1502712,tt1046173,tt2209764,tt2267998
nm0004503	Dietmar Fischer	\N	\N	production_manager,producer,location_management	tt0806910,tt13514420,tt1020516,tt7964852
nm0004504	Michael Heinkel	\N	\N	composer,music_department,soundtrack	tt0145531,tt0088060,tt0084403,tt0250611
nm0004505	Gina Nuccio	\N	\N	manager,music_department,sound_department	tt0163764,tt0948745,tt0160016,tt26919707
nm0004506	Patrick Allombert	\N	\N	camera_department,cinematographer,miscellaneous	tt0187200,tt0377080,tt0300594,tt0219369
nm0004507	Isidor Torkar	1960	\N	actor,miscellaneous	tt0907702,tt1733785,tt0109921,tt0108873
nm0004508	Red Murphy	1964	\N	transportation_department	tt0285531,tt0499556,tt0289879,tt0449487
nm0004509	Patricia Chica	\N	\N	director,miscellaneous,producer	tt5021594,tt3349540,tt4245368,tt13535874
nm0004510	Kathleen Tonkin	\N	\N	special_effects,executive,stunts	tt0264395,tt0108255,tt0315733,tt0281358
nm0004511	Timothy Kiley	\N	\N	camera_department,miscellaneous,cinematographer	tt0120051,tt0120684,tt14135146,tt14140550
nm0004512	Richard Bullock	\N	\N	producer,production_manager,miscellaneous	tt1694021,tt0237572,tt0366348,tt1131750
nm0004513	Adam Doench	\N	\N	assistant_director,miscellaneous,producer	tt0288936,tt0119802,tt0286197,tt2420746
nm0004514	Terry Maher	\N	\N	cinematographer,camera_department,writer	tt0064734,tt0075868,tt0059387,tt0059495
nm0004515	Yakov Tolchan	1901	1993	cinematographer,camera_department	tt21954592,tt21928214,tt21954676,tt0179977
nm0004516	Ross Adams	\N	\N	sound_department,editorial_department,actor	tt0089489,tt0097742,tt0120797,tt0119081
nm0004517	Jason Alexander	1959	\N	actor,soundtrack,writer	tt0100405,tt0116583,tt0106598,tt0098904
nm0004518	David Copperfield	1956	\N	director,producer,writer	tt3895884,tt3110958,tt1670345,tt0790628
nm0004519	Neal Acree	1974	\N	composer,music_department,soundtrack	tt0433664,tt4332152,tt0472399,tt2288037
nm0004520	Paul Diamond	\N	\N	writer,miscellaneous,producer	tt0083437,tt0092374,tt0101133,tt0086759
nm0004521	John Watkin	\N	\N	producer,director,writer	tt0353252,tt0202179,tt1432143,tt0280780
nm0004522	Pip Mushin	1963	\N	actor,script_department,producer	tt0359518,tt0105488,tt0238546,tt0360717
nm0004523	Aiden Shaw	1966	\N	actor	tt0345349,tt1019887,tt0189805,tt0455681
nm0004524	Pat Sandys	1926	2000	producer,actress,writer	tt4250224,tt0086287,tt0044489,tt0914702
nm0004525	Brenda Kincaid	\N	\N	visual_effects	tt0115571
nm0004526	Liz Ryan	\N	\N	assistant_director,production_manager,producer	tt0089841,tt0120689,tt0089853,tt0118111
nm0004527	Daniel J. Heffner	1956	\N	producer,production_manager,assistant_director	tt10342730,tt0387564,tt0094889,tt0085244
nm0004528	Tim Ritter	\N	\N	art_department	tt0117446
nm0004529	Sarah Cawley	\N	\N	cinematographer,camera_department,actress	tt2963254,tt2372162,tt15483276,tt8421350
nm0004530	Nick Abdo	1950	\N	producer,director,miscellaneous	tt0101912,tt1129421,tt0093693,tt0094715
nm0004531	Mario Serandrei	1907	1966	editor,writer,assistant_director	tt0058946,tt0057091,tt0054067,tt0058567
nm0004532	Catherine Avril Morris	1976	\N	casting_department,actress	tt0251314,tt0106677
nm0004533	Michal Struss	1975	\N	animation_department,visual_effects,director	tt0207182,tt0206862,tt2251519,tt7662644
nm0004534	Francesca Galesi	1972	\N	miscellaneous,director,writer	tt4209788,tt0251040,tt1398426,tt0325109
nm0004535	Micheline Garant	\N	\N	production_manager,producer,miscellaneous	tt0190138,tt0283453,tt0348836,tt0132245
nm0004536	Annika Hellström	1957	\N	producer,script_department	tt13817770,tt3749338,tt13368662,tt1598496
nm0004537	Thomas Merker	1958	\N	cinematographer,camera_department,director	tt0084456,tt0190799,tt0294424,tt3982856
nm0004538	Gianfranco Barbagallo	1961	\N	producer,production_manager,miscellaneous	tt0353436,tt0346336,tt0345032,tt0429727
nm0004539	Vanessa Williams	1963	\N	actress,producer,soundtrack	tt0112086,tt0103919,tt0248655,tt0102526
nm0004540	Darren Shahlavi	1972	2015	actor,stunts,miscellaneous	tt1386932,tt1053424,tt1921064,tt0297181
nm0004541	David Blair	\N	\N	director,producer,writer	tt3430548,tt0472984,tt0122579,tt0209813
nm0004542	John Clement	\N	\N	camera_department,cinematographer,miscellaneous	tt1805351,tt0108228,tt0092089,tt0251445
nm0004543	Holger Seidel	\N	\N	camera_department,cinematographer	tt0100240,tt0110024,tt0222096,tt0806910
nm0004544	Derek Gleeson	\N	\N	composer,music_department	tt0119383,tt0235353,tt0249172,tt0120174
nm0004545	Gregory Middleton	\N	\N	cinematographer,camera_department,director	tt1637727,tt0439815,tt7049682,tt0944947
nm0004546	Ann Christman	\N	\N	miscellaneous,costume_department,set_decorator	tt1341188,tt1001508,tt4630562,tt4094724
nm0004547	Paul Jacobsen	1942	\N	camera_department,cinematographer,miscellaneous	tt0094008,tt0101272,tt0085255,tt0099460
nm0004548	Carl Mahakian	1926	2015	editorial_department,sound_department,producer	tt0056218,tt0086759,tt0093493,tt0080365
nm0004549	Michael McGowan	1946	2008	camera_department,cinematographer	tt0116253,tt0113501,tt0082089,tt0104691
nm0004550	Mindy Miller	1963	\N	miscellaneous,actress,producer	tt0120885,tt0120828,tt0134084,tt0167116
nm0004551	Pamela Parker	\N	\N	miscellaneous,writer	tt0114754,tt0191748,tt0137334
nm0004552	Tom Sito	1956	\N	art_department,animation_department,director	tt0096438,tt0110357,tt0103639,tt0126029
nm0004553	Florence Fouquier D'Herouel	\N	\N	make_up_department	tt0088297,tt0082230,tt0078439,tt0091670
nm0004554	Ben Hernandez Bray	\N	\N	stunts,actor,director	tt1601913,tt0371746,tt0796366,tt1055369
nm0004555	Walter Murch	1943	\N	sound_department,editor,editorial_department	tt0116209,tt0066434,tt0071360,tt0078788
nm0004556	David Lloyd Wilson	\N	\N	actor	tt0085032,tt1773374,tt0101198,tt0100318
nm0004557	Matt Granger	\N	\N	miscellaneous,actor,writer	tt0770828,tt0120903,tt3829266,tt0343818
nm0004558	George Jesse	1975	\N	director,editor,producer	tt0230887,tt0251735
nm0004559	Elton MacPherson	\N	\N	miscellaneous,production_manager,location_management	tt0166485,tt0106918,tt0120681,tt0117331
nm0004560	Gianfranco Pierantoni	1966	\N	producer,production_manager,miscellaneous	tt0816462,tt1320253,tt0416449,tt1764651
nm0004561	Al LaVerde	\N	\N	camera_department	tt1637688,tt5034838,tt1843866,tt1825683
nm0004562	Peter Greenwood	1962	2021	actor,animation_department,special_effects	tt0300512,tt0251700,tt0325980,tt0100477
nm0004563	Bruce Birmelin	\N	\N	camera_department	tt0096256,tt0092007,tt0084726,tt0098382
nm0004564	Hema Malini	1948	\N	actress,producer,director	tt0073707,tt0072026,tt0082797,tt0337578
nm0004566	Rhoda Kaindl	1967	\N	actress	tt1008628,tt0103434,tt0240286,tt0806901
nm0004567	Jen Stivala	1975	\N	miscellaneous,producer	tt2023587,tt0217630,tt0172495,tt1480656
nm0004568	Ike Gingrich	\N	\N	actor	tt0319512,tt0289877,tt0338726,tt1110046
nm0004569	Sanjay Dutt	1959	\N	actor,music_department,producer	tt0294662,tt0456144,tt1849718,tt0374887
nm0004570	Sunil Dutt	1926	2005	actor,producer,director	tt0374887,tt0059354,tt0057332,tt0067668
nm0004571	Dan van Husen	1945	2020	actor	tt3127824,tt1895315,tt0079641,tt0215750
nm0004572	Dominik Podbielski	1982	\N	actor	tt0218094,tt2055730
nm0004573	Paul Landres	1912	2001	director,editor,editorial_department	tt0043843,tt0051150,tt0039339,tt0052131
nm0004574	Paul Landers	1964	\N	actor,soundtrack,composer	tt0116922,tt0300140,tt1937390,tt0295701
nm0004575	Francis Creighton	1972	\N	actor	tt0100142,tt0109219
nm0004576	Sobhan Babu	1937	2008	actor	tt0263623,tt1865426,tt0269398,tt0155188
nm0004577	David E. West	\N	\N	cinematographer,camera_department,producer	tt0284336,tt0478763,tt1977508,tt2072934
nm0004578	David J. West	\N	\N	cinematographer,director	tt0186133,tt0133004,tt0415067,tt0170726
nm0004579	Vidyasagar	1963	\N	composer,soundtrack,music_department	tt1740549,tt10579952,tt1034053,tt0375705
nm0004581	Harry Gregson-Williams	\N	\N	composer,music_department,soundtrack	tt3659388,tt0328107,tt0126029,tt0363771
nm0004582	Jeff Danna	1964	\N	composer,music_department,soundtrack	tt0318627,tt0144117,tt1054606,tt7146812
nm0004583	Gary Frutkoff	\N	\N	production_designer,art_department,actor	tt0465602,tt0099365,tt0250687,tt0120780
nm0004584	David Melito	\N	\N	miscellaneous,art_department,producer	tt1981128,tt0806203,tt2649554,tt0465602
nm0004585	Carolyne Chauncey	\N	\N	editorial_department,editor	tt0107207,tt0116250,tt0289992,tt0101605
nm0004586	Byron Werner	\N	\N	cinematographer,camera_department,producer	tt0783640,tt2071590,tt1922685
nm0004587	Byron Werner	\N	\N	visual_effects,animation_department,miscellaneous	tt0253754,tt0343818,tt0099653,tt0096446
nm0004588	Kerry Phillips	\N	\N	special_effects,camera_department,actor	tt0499556,tt3829266,tt0298814,tt0417148
nm0004589	Matt Farell	1967	\N	visual_effects,animation_department	tt0120685,tt2015381,tt0133093,tt1392190
nm0004590	Wade Eastwood	\N	\N	stunts,assistant_director,director	tt4912910,tt1631867,tt7975244,tt2381249
nm0004591	John Fasano	1961	2014	writer,producer,director	tt0108358,tt0176269,tt0282209,tt0099044
nm0004592	Robert Israel	1963	\N	composer,music_department,soundtrack	tt0006206,tt0017925,tt0015163,tt0015324
nm0004594	Jérôme Savary	1942	2013	miscellaneous,actor,writer	tt0072984,tt7252940,tt0368937,tt0069819
nm0004595	Stephen P. Robinson	\N	\N	sound_department,music_department	tt1663202,tt1477834,tt0411477,tt1905041
nm0004596	Steve Binder	1932	\N	producer,director,writer	tt2763050,tt0331188,tt0243140,tt0075582
nm0004597	Adam Weissman	\N	\N	director,producer,writer	tt0972534,tt3596174,tt0415463,tt11853378
nm0004598	Kas Braganza	\N	\N	assistant_director,production_manager,location_management	tt3498622,tt7011370,tt2435588,tt0426372
nm0004599	Tricia Cameron	\N	\N	make_up_department	tt0311429,tt0425112,tt0293508,tt0120347
nm0004600	Alberto Basail	1938	2000	cinematographer,director,actor	tt0178643,tt0182035,tt0098732,tt0106989
nm0004601	LaNessa Phearson	1961	\N	sound_department	tt0120684,tt0116421,tt0145660,tt0181875
nm0004602	Elenie Mansalis	\N	\N	assistant_director,production_manager,producer	tt0283111,tt3205802,tt2693776,tt0265208
nm0004603	Warren Bennett	1962	\N	composer,soundtrack,music_department	tt0166458,tt0362357,tt2872718,tt0091853
nm0004604	Bruce Swift	1952	\N	camera_department,miscellaneous	tt0097981,tt0104922,tt0095742,tt0093629
nm0004605	Joe Virzi	\N	\N	casting_department,actor,miscellaneous	tt0270980,tt0316654,tt0413300,tt0145487
nm0004606	Dafydd Arwyn Jones	\N	\N	assistant_director,production_manager,producer	tt0485301,tt0108836,tt0119960,tt0498330
nm0004607	Markus Wade	1966	\N	sound_department,actor	tt0489099,tt0290095,tt0120903,tt0211443
nm0004608	Kevin Speckmaier	\N	\N	assistant_director,director,writer	tt0267749,tt0108330,tt0281432,tt6214928
nm0004609	Edward Nassour	1947	\N	editor,editorial_department,production_manager	tt0081859,tt0083437,tt0046593,tt0090547
nm0004610	Karen Gaviola	\N	\N	director,assistant_director,producer	tt1124373,tt4052886,tt10623646,tt1520211
nm0004611	Sandy Collora	1968	\N	producer,special_effects,director	tt0120655,tt1270291,tt0115571,tt0374526
nm0004612	Tómas Gislason	1961	\N	editor,writer,director	tt0087280,tt0219876,tt0252526,tt0253454
nm0004613	Dean Okrand	1951	\N	sound_department	tt0089885,tt0125622,tt1442437,tt0093507
nm0004614	Ron Arnold	\N	\N	sound_department,composer	tt0137330,tt0320970,tt0369179,tt14369056
nm0004615	Dick Smith	1922	2014	make_up_department,miscellaneous,special_effects	tt0086879,tt0070047,tt0080360,tt0081455
nm0004616	John 'Bud' Cardos	1929	2020	actor,stunts,transportation_department	tt0076271,tt0193288,tt0209144,tt0274812
nm0004618	Paul Robert Langdon	1988	\N	actor	tt0252019,tt0273366,tt0112178,tt0152588
nm0004619	Scott Garrett	1959	\N	art_department,actor	tt0120461,tt0327850,tt0119094,tt0114614
nm0004620	Sam Hurwitz	\N	\N	producer,director,miscellaneous	tt2501370,tt0458275,tt0103893,tt0431021
nm0004621	Paul Schneider	\N	\N	director,producer	tt0112022,tt0096542,tt1070886,tt0098826
nm0004622	Alfred F. Woodley	\N	\N	actor,writer,director	tt3453064,tt0955353,tt27630806,tt0475394
nm0004623	Thomas Morris	1966	\N	actor,writer	tt0808151,tt0963178,tt3977848,tt0108052
nm0004624	Eddie Mui	\N	\N	actor,producer,writer	tt0493406,tt0187078,tt2075259,tt2533024
nm0004625	Daniel Gélin	1921	2002	actor,writer,director	tt0122412,tt0049470,tt0497535,tt0052130
nm0004626	Kareena Kapoor	1980	\N	actress,soundtrack,music_department	tt1562871,tt0488414,tt1093370,tt1187043
nm0004627	Michael Lange	1950	\N	director,producer,assistant_director	tt0098878,tt0096606,tt0976014,tt8741582
nm0004628	Sönke Hansen	\N	\N	camera_department,cinematographer,director	tt1951266,tt1951265,tt1371111,tt1186367
nm0004629	Don Dunn	\N	\N	producer,miscellaneous,production_manager	tt3846674,tt9134194,tt1615925,tt8324422
nm0004630	A. Kodandarami Reddy	1950	\N	director,writer,actor	tt0245980,tt0246313,tt0245731,tt0246144
nm0004631	Seeta Rama Anjaneyulu Chilakalapudi	1907	1963	actor,music_department	tt0155091,tt0246139,tt0255824,tt0262075
nm0004632	Andrea Powell	1965	\N	actress	tt1731141,tt8634332,tt1673434,tt4229954
nm0004633	Mark A. Lewis	\N	\N	camera_department,miscellaneous	tt0103772,tt0114852,tt0182789,tt0480242
nm0004634	Ann Kindberg	\N	\N	producer,production_manager,assistant_director	tt0972412,tt3315386,tt0465353,tt0086927
nm0004635	Catrine McGregor	\N	\N	casting_director,producer,writer	tt0297120,tt0097474,tt6135014,tt0171606
nm0004636	Glenn S. Gainor	\N	\N	production_manager,producer,actor	tt1632708,tt0822847,tt1135084,tt1621045
nm0004637	Harry Keramidas	1940	\N	editor,editorial_department,sound_department	tt0096874,tt0088763,tt0118884,tt0113492
nm0004638	Bac DeLorme	\N	\N	assistant_director,producer,director	tt0477348,tt0145487,tt0120591,tt1951265
nm0004639	Marc Forget	\N	\N	actor,writer,producer	tt0203259,tt2249007,tt1950186,tt0106052
nm0004640	Mark Forget	\N	\N	actor	tt0115832
nm0004641	Kevin O'Hara	1969	\N	miscellaneous,actor,writer	tt0104115,tt0109838,tt0106308,tt0292255
nm0004642	Joseph Maurer	\N	\N	producer,writer,miscellaneous	tt0120497,tt0232676,tt0985040,tt0239935
nm0004643	D. Joanne Malo	\N	\N	assistant_director,miscellaneous,camera_department	tt0273435,tt0165710,tt5719748,tt2226597
nm0004644	Paolo deGuzman	1969	\N	visual_effects,animation_department,art_department	tt0183523,tt0137523,tt0139414,tt0253556
nm0004645	Antonio Sabato Jr.	1972	\N	actor,producer,writer	tt1336621,tt0056758,tt0120609,tt0329589
nm0004646	Antonio Sabato	1943	2021	actor,miscellaneous	tt0060472,tt0089104,tt0202570,tt0072590
