tconst	parentTconst	seasonNumber	episodeNumber
tt0270907	tt0147760	5	3
tt0270988	tt0842384	\N	\N
tt0271011	tt0896232	\N	\N
tt0271012	tt0896232	\N	\N
tt0271066	tt0348892	2	2
tt0271075	tt1213665	1	78
tt0271100	tt0335704	3	1
tt0271101	tt0335704	4	1
tt0271189	tt0943525	\N	\N
tt0271203	tt0874684	1	9
tt0271221	tt0806910	1	460
tt0271403	tt0900885	1	4
tt0271455	tt3662072	\N	\N
tt0271512	tt1213665	1	49
tt0271621	tt0167644	7	3
tt0271658	tt0106078	3	21
tt0271760	tt0907694	1	37
tt0271797	tt0052447	3	9
tt0271805	tt0860267	2	5
tt0271850	tt3428884	5	6
tt0271860	tt0896681	1	6
tt0272014	tt0063943	1	1
tt0272016	tt0075471	5	3
tt0272094	tt0297626	2	4
tt0272169	tt0312084	2	6
tt0272181	tt1578606	3	1
tt0272185	tt0167644	4	6
tt0272267	tt0094416	11	2
tt0272314	tt0126179	3	7
tt0272340	tt5396456	1	2
tt0272357	tt0181266	2	5
tt0272371	tt1049986	6	1
tt0272420	tt1687457	\N	\N
tt0272455	tt0159876	26	11
tt0272471	tt0762803	8	2
tt0272586	tt0108749	7	2
tt0272587	tt0108749	7	1
tt0272644	tt0213345	\N	\N
tt0272648	tt0111996	3	5
tt0272675	tt0200358	1	6
tt0272749	tt1019700	1	43
tt0272754	tt0202206	\N	\N
tt0272764	tt0047756	2	107
tt0272790	tt0132666	4	9
tt0272816	tt0806904	1	12
tt0272817	tt0907694	1	38
tt0272826	tt22506502	\N	\N
tt0272831	tt0159876	\N	\N
tt0272861	tt0136671	\N	\N
tt0272862	tt0874686	1	17
tt0272874	tt0202179	17	4
tt0272878	tt0806910	1	461
tt0272902	tt0207932	1	39
tt0272964	tt0159876	26	5
tt0273156	tt0985040	2	2
tt0273162	tt0336992	\N	\N
tt0273177	tt0159876	29	10
tt0273180	tt0108749	7	3
tt0273284	tt0896232	\N	\N
tt0273546	tt0108749	7	4
tt0273615	tt0133302	16	11
tt0273618	tt0298665	2	5
tt0273619	tt1134887	1	5
tt0273621	tt0133302	18	14
tt0273627	tt9034532	1	3
tt0273642	tt0842384	\N	\N
tt0273643	tt0842384	\N	\N
tt0273644	tt0842384	\N	\N
tt0273645	tt0324723	1	3
tt0273684	tt0896232	\N	\N
tt0273685	tt0896232	\N	\N
tt0273686	tt0896232	\N	\N
tt0273690	tt0861749	14	7
tt0273698	tt1780701	\N	\N
tt0273747	tt0240886	\N	\N
tt0273762	tt0297621	4	24
tt0273767	tt0167644	7	2
tt0273825	tt0336992	\N	\N
tt0273832	tt3797766	1	16
tt0273847	tt0086699	2	7
tt0273868	tt0062591	3	16
tt0273976	tt0806901	30	1
tt0273977	tt0806901	30	2
tt0273978	tt0806901	17	3
tt0274106	tt9015970	1	4
tt0274175	tt0080231	1	12
tt0274230	tt0882736	8	1
tt0274308	tt0094416	11	1
tt0274326	tt0046593	3	10
tt0274329	tt0364151	8	1
tt0274413	tt0372043	\N	\N
tt0274469	tt0108749	7	5
tt0274500	tt4106356	1	3
tt0274507	tt0861749	14	2
tt0274508	tt0103420	2	10
tt0274552	tt1397131	7	3
tt0274563	tt0861749	12	1
tt0274607	tt0161126	5	15
tt0274713	tt0202179	18	6
tt0274717	tt1780701	\N	\N
tt0274771	tt0133302	17	4
tt0274777	tt0046593	4	4
tt0274803	tt1213665	1	79
tt0274815	tt0133302	17	13
tt0274873	tt0047764	1	6
tt0274892	tt0874686	1	18
tt0274898	tt0094456	2	13
tt0274914	tt0239195	1	14
tt0274939	tt0806910	1	475
tt0274940	tt0806910	1	462
tt0274942	tt3669562	1	4
tt0274943	tt3669562	1	1
tt0275023	tt9034532	1	2
tt0275074	tt0297621	4	15
tt0275076	tt1008628	1	2
tt0275100	tt1213665	1	80
tt0275192	tt0415421	\N	\N
tt0275253	tt0080231	1	6
tt0275284	tt0165050	5	3
tt0275312	tt0108749	7	6
tt0275373	tt0920489	3	1
tt0275390	tt0253591	1	4
tt0275434	tt0159876	29	11
tt0275499	tt0094416	13	6
tt0275501	tt0080231	1	13
tt0275514	tt1780701	\N	\N
tt0275597	tt0806901	30	3
tt0275631	tt0253591	1	1
tt0275637	tt0907694	1	39
tt0275659	tt1213665	1	81
tt0275676	tt0253591	1	3
tt0275781	tt0253591	1	2
tt0275792	tt0880565	1	4
tt0276004	tt0861749	1	10
tt0276081	tt0108749	7	7
tt0276085	tt0214341	3	1
tt0276086	tt0214341	3	2
tt0276087	tt0214341	3	3
tt0276089	tt0214341	4	17
tt0276090	tt0214341	4	18
tt0276115	tt0094525	8	1
tt0276147	tt0149439	\N	\N
tt0276188	tt0861749	2	4
tt0276214	tt0861749	2	3
tt0276271	tt0356252	\N	\N
tt0276272	tt0463399	3	28
tt0276282	tt0336992	\N	\N
tt0276303	tt0861749	1	2
tt0276312	tt0167644	10	1
tt0276334	tt0094416	14	7
tt0276364	tt0356252	\N	\N
tt0276380	tt0861749	2	1
tt0276398	tt11937144	\N	\N
tt0276404	tt0897329	2	1
tt0276406	tt1780701	\N	\N
tt0276413	tt0206212	2	1
tt0276420	tt7253022	\N	\N
tt0276421	tt0861749	1	3
tt0276444	tt0364151	15	5
tt0276449	tt1049304	6	1
tt0276476	tt0861749	1	9
tt0276528	tt0861749	1	7
tt0276532	tt0804196	\N	\N
tt0276537	tt0202179	13	1
tt0276548	tt0336992	\N	\N
tt0276553	tt0861749	1	6
tt0276570	tt0804196	\N	\N
tt0276596	tt14260024	3	1
tt0276600	tt0896681	1	7
tt0276605	tt0336992	\N	\N
tt0276608	tt0861749	1	8
tt0276634	tt0112239	1	1
tt0276768	tt0149314	7	3
tt0276808	tt0907683	2	1
tt0276838	tt0240886	\N	\N
tt0277096	tt0058836	3	2
tt0277135	tt3805856	\N	\N
tt0277197	tt0159876	\N	\N
tt0277219	tt0240886	\N	\N
tt0277242	tt0806901	30	4
tt0277256	tt0058836	2	13
tt0277373	tt0131613	4	47
tt0277411	tt1780701	\N	\N
tt0277457	tt0094416	13	7
tt0277562	tt0364151	12	6
tt0277603	tt0217955	1	4
tt0277606	tt0071054	2	19
tt0277678	tt0335704	14	2
tt0277904	tt0297626	7	8
tt0277911	tt1780701	\N	\N
tt0277940	tt0075471	12	2
tt0278002	tt7252940	\N	\N
tt0278075	tt0463399	3	24
